"","faminc","cigtax","cigprice","bwght","fatheduc","motheduc","parity","male","white","cigs","lbwght","bwghtlbs","packs","lfaminc"
"1078",6.5,18,122.800003051758,126,12,12,2,1,1,0,4.83628177642822,7.875,0,1.87180197238922
"1079",32.5,18,122.800003051758,134,15,13,3,0,1,0,4.89784002304077,8.375,0,3.48124003410339
"1080",42.5,18,122.800003051758,89,12,14,1,0,1,0,4.4886360168457,5.5625,0,3.74950408935547
"1081",27.5,18,122.800003051758,64,11,12,1,0,1,20,4.1588830947876,4,1,3.31418609619141
"1082",65,18,122.800003051758,114,18,16,1,0,1,0,4.73619794845581,7.125,0,4.17438697814941
"1083",65,18,122.800003051758,121,16,16,1,1,1,0,4.7957911491394,7.5625,0,4.17438697814941
"1084",27.5,18,122.800003051758,109,12,12,1,0,1,0,4.6913480758667,6.8125,0,3.31418609619141
"1085",32.5,25,134.800003051758,38,14,16,1,0,1,0,3.63758611679077,2.375,0,3.48124003410339
"1086",32.5,25,134.800003051758,128,16,16,1,1,1,0,4.85202980041504,8,0,3.48124003410339
"1087",37.5,25,134.800003051758,132,11,16,2,1,1,0,4.88280200958252,8.25,0,3.62434101104736
"1088",18.5,25,134.800003051758,143,NA,11,1,0,1,10,4.96284484863281,8.9375,0.5,2.91777110099792
"1089",22.5,7,111.900001525879,100,12,11,2,0,1,0,4.60516977310181,6.25,0,3.11351490020752
"1090",42.5,7,111.900001525879,107,7,12,1,0,1,6,4.67282915115356,6.6875,0.300000011920929,3.74950408935547
"1091",27.5,7,111.900001525879,103,16,16,2,0,1,0,4.63472890853882,6.4375,0,3.31418609619141
"1092",37.5,7,111.900001525879,157,12,14,1,1,1,0,5.05624580383301,9.8125,0,3.62434101104736
"1093",11.5,7,111.900001525879,126,12,12,2,0,0,0,4.83628177642822,7.875,0,2.44234704971313
"1094",18.5,7,111.900001525879,125,10,16,2,0,1,0,4.82831382751465,7.8125,0,2.91777110099792
"1095",3.5,7,111.900001525879,102,NA,11,1,0,0,0,4.62497282028198,6.375,0,1.25276303291321
"1096",18.5,7,111.900001525879,98,12,12,1,0,0,0,4.58496809005737,6.125,0,2.91777110099792
"1097",13.5,7,111.900001525879,96,NA,13,2,1,0,0,4.5643482208252,6,0,2.60268998146057
"1098",22.5,7,111.900001525879,134,12,16,1,0,1,0,4.89784002304077,8.375,0,3.11351490020752
"1099",65,23,130.100006103516,94,18,17,2,0,1,0,4.54329490661621,5.875,0,4.17438697814941
"1100",22.5,23,130.100006103516,84,12,12,2,0,1,0,4.43081712722778,5.25,0,3.11351490020752
"1101",16.5,23,130.100006103516,155,11,12,3,1,1,0,5.0434250831604,9.6875,0,2.80335998535156
"1102",27.5,23,130.100006103516,117,12,12,3,1,1,0,4.76217412948608,7.3125,0,3.31418609619141
"1103",42.5,23,130.100006103516,169,16,14,2,1,1,0,5.12989902496338,10.5625,0,3.74950408935547
"1104",3.5,23,130.100006103516,105,NA,12,1,0,1,2,4.65396022796631,6.5625,0.100000001490116,1.25276303291321
"1105",22.5,23,130.100006103516,118,15,16,2,1,1,0,4.77068519592285,7.375,0,3.11351490020752
"1106",19.5,23,130.100006103516,113,12,13,1,1,1,0,4.72738790512085,7.0625,0,2.97041392326355
"1107",12.5,13,121.5,114,10,10,1,0,1,0,4.73619794845581,7.125,0,2.52572894096375
"1108",9.5,13,121.5,116,13,14,2,0,1,20,4.75359010696411,7.25,1,2.25129199028015
"1109",4.5,13,121.5,79,NA,12,2,1,1,10,4.36944818496704,4.9375,0.5,1.50407695770264
"1110",27.5,13,121.5,109,16,14,1,1,1,0,4.6913480758667,6.8125,0,3.31418609619141
"1111",47.5,13,121.5,146,12,13,2,1,1,0,4.98360681533813,9.125,0,3.86072993278503
"1112",22.5,13,121.5,116,14,16,1,0,1,0,4.75359010696411,7.25,0,3.11351490020752
"1113",9.5,13,121.5,93,10,12,1,1,1,0,4.53259897232056,5.8125,0,2.25129199028015
"1114",65,13,121.5,108,14,13,2,1,1,0,4.68213081359863,6.75,0,4.17438697814941
"1115",7.5,13,121.5,115,NA,11,4,0,0,0,4.74493217468262,7.1875,0,2.01490306854248
"1116",65,13,121.5,115,12,2,1,0,1,0,4.74493217468262,7.1875,0,4.17438697814941
"1117",4.5,13,121.5,119,NA,13,1,0,0,0,4.77912282943726,7.4375,0,1.50407695770264
"1118",27.5,13,121.5,128,16,13,1,0,1,0,4.85202980041504,8,0,3.31418609619141
"1119",19.5,13,121.5,119,12,13,2,0,0,0,4.77912282943726,7.4375,0,2.97041392326355
"1120",6.5,13,121.5,102,NA,10,2,1,1,0,4.62497282028198,6.375,0,1.87180197238922
"1121",16.5,13,121.5,130,10,12,1,0,1,0,4.86753511428833,8.125,0,2.80335998535156
"1122",65,13,121.5,140,14,13,2,1,1,0,4.94164180755615,8.75,0,4.17438697814941
"1123",22.5,13,121.5,107,12,14,1,1,1,0,4.67282915115356,6.6875,0,3.11351490020752
"1124",2.5,13,121.5,134,NA,12,3,1,0,0,4.89784002304077,8.375,0,0.916290819644928
"1125",22.5,13,121.5,126,12,12,1,0,1,0,4.83628177642822,7.875,0,3.11351490020752
"1126",32.5,13,121.5,143,17,12,2,0,1,0,4.96284484863281,8.9375,0,3.48124003410339
"1127",9.5,13,121.5,122,12,12,1,1,1,0,4.80402088165283,7.625,0,2.25129199028015
"1128",16.5,13,121.5,112,6,8,1,0,1,0,4.71849918365479,7,0,2.80335998535156
"1129",32.5,13,121.5,151,16,16,1,1,1,0,5.01728010177612,9.4375,0,3.48124003410339
"1130",17.5,13,121.5,127,12,8,3,1,1,0,4.84418678283691,7.9375,0,2.86220097541809
"1131",6.5,13,121.5,158,12,9,3,0,0,0,5.06259489059448,9.875,0,1.87180197238922
"1132",65,13,121.5,90,16,16,1,0,1,0,4.49981021881104,5.625,0,4.17438697814941
"1133",37.5,13,121.5,114,14,16,1,1,1,0,4.73619794845581,7.125,0,3.62434101104736
"1134",17.5,26,137,143,16,9,2,0,1,4,4.96284484863281,8.9375,0.200000002980232,2.86220097541809
"1135",19.5,26,137,109,12,11,2,1,1,0,4.6913480758667,6.8125,0,2.97041392326355
"1136",32.5,26,137,126,16,14,2,0,0,0,4.83628177642822,7.875,0,3.48124003410339
"1137",42.5,26,137,153,15,15,2,0,0,6,5.03043794631958,9.5625,0.300000011920929,3.74950408935547
"1138",32.5,26,137,123,14,12,3,0,1,0,4.81218385696411,7.6875,0,3.48124003410339
"1139",18.5,26,137,72,12,12,1,0,1,0,4.27666616439819,4.5,0,2.91777110099792
"1140",22.5,26,137,121,NA,12,1,1,1,10,4.7957911491394,7.5625,0.5,3.11351490020752
"1141",22.5,26,137,137,12,10,1,0,1,3,4.91998100280762,8.5625,0.150000005960464,3.11351490020752
"1142",32.5,26,137,64,16,16,1,1,1,0,4.1588830947876,4,0,3.48124003410339
"1143",18.5,26,137,119,12,8,1,1,1,0,4.77912282943726,7.4375,0,2.91777110099792
"1144",12.5,26,137,137,12,10,1,0,1,0,4.91998100280762,8.5625,0,2.52572894096375
"1145",9.5,26,137,98,2,10,1,0,1,0,4.58496809005737,6.125,0,2.25129199028015
"1146",22.5,26,137,126,13,14,1,1,1,0,4.83628177642822,7.875,0,3.11351490020752
"1147",27.5,26,137,142,13,16,1,1,1,0,4.95582723617554,8.875,0,3.31418609619141
"1148",0.5,26,137,122,NA,12,4,0,0,0,4.80402088165283,7.625,0,-0.6931471824646
"1149",22.5,26,137,112,6,9,2,0,1,0,4.71849918365479,7,0,3.11351490020752
"1150",6.5,26,137,142,NA,12,1,1,1,0,4.95582723617554,8.875,0,1.87180197238922
"1151",65,26,137,108,16,18,1,0,1,0,4.68213081359863,6.75,0,4.17438697814941
"1152",19.5,26,137,128,17,16,3,1,1,0,4.85202980041504,8,0,2.97041392326355
"1153",27.5,26,137,124,16,18,2,0,0,0,4.82028198242188,7.75,0,3.31418609619141
"1154",12.5,26,137,104,16,16,1,0,1,0,4.64439105987549,6.5,0,2.52572894096375
"1155",42.5,26,137,118,15,15,2,1,1,0,4.77068519592285,7.375,0,3.74950408935547
"1156",13.5,26,137,96,NA,12,1,1,0,0,4.5643482208252,6,0,2.60268998146057
"1157",65,26,137,106,16,16,1,0,1,0,4.66343879699707,6.625,0,4.17438697814941
"1158",2.5,26,137,114,NA,9,3,1,0,0,4.73619794845581,7.125,0,0.916290819644928
"1159",65,26,137,142,16,16,1,0,1,0,4.95582723617554,8.875,0,4.17438697814941
"1160",9.5,26,137,74,NA,12,1,0,0,0,4.30406522750854,4.625,0,2.25129199028015
"1161",37.5,26,137,146,16,16,2,0,1,0,4.98360681533813,9.125,0,3.62434101104736
"1162",19.5,26,137,128,12,12,1,1,0,0,4.85202980041504,8,0,2.97041392326355
"1163",17.5,26,137,115,12,14,3,1,1,0,4.74493217468262,7.1875,0,2.86220097541809
"1164",9.5,26,137,139,12,12,2,0,0,0,4.93447399139404,8.6875,0,2.25129199028015
"1165",65,26,137,143,14,12,1,1,1,0,4.96284484863281,8.9375,0,4.17438697814941
"1166",65,26,137,125,18,18,2,0,1,0,4.82831382751465,7.8125,0,4.17438697814941
"1167",14.5,26,137,120,12,8,1,0,1,5,4.78749179840088,7.5,0.25,2.67414903640747
"1168",32.5,26,137,120,14,13,1,1,1,5,4.78749179840088,7.5,0.25,3.48124003410339
"1169",17.5,26,137,135,11,12,1,1,1,0,4.90527486801147,8.4375,0,2.86220097541809
"1170",2.5,26,137,91,NA,12,4,1,0,0,4.51085901260376,5.6875,0,0.916290819644928
"1171",18.5,26,137,117,13,10,1,0,1,0,4.76217412948608,7.3125,0,2.91777110099792
"1172",22.5,26,137,119,12,13,2,0,1,0,4.77912282943726,7.4375,0,3.11351490020752
"1173",65,26,137,128,16,16,1,1,1,20,4.85202980041504,8,1,4.17438697814941
"1174",65,26,137,135,18,16,1,1,1,0,4.90527486801147,8.4375,0,4.17438697814941
"1175",22.5,26,137,91,10,14,1,0,0,6,4.51085901260376,5.6875,0.300000011920929,3.11351490020752
"1176",0.5,26,137,108,11,12,2,1,1,0,4.68213081359863,6.75,0,-0.6931471824646
"1177",22.5,26,137,110,4,14,1,1,1,0,4.70047998428345,6.875,0,3.11351490020752
"1178",47.5,26,137,136,12,16,1,0,1,0,4.91265487670898,8.5,0,3.86072993278503
"1179",65,26,137,126,18,15,1,1,1,0,4.83628177642822,7.875,0,4.17438697814941
"1180",65,26,137,115,16,16,1,1,1,0,4.74493217468262,7.1875,0,4.17438697814941
"1181",32.5,26,137,136,NA,15,4,1,1,0,4.91265487670898,8.5,0,3.48124003410339
"1182",65,26,137,116,16,14,2,1,1,0,4.75359010696411,7.25,0,4.17438697814941
"1183",0.5,26,137,117,12,9,2,0,1,0,4.76217412948608,7.3125,0,-0.6931471824646
"1184",65,26,137,152,16,14,1,1,1,0,5.02388000488281,9.5,0,4.17438697814941
"1185",42.5,26,137,124,16,16,2,1,1,0,4.82028198242188,7.75,0,3.74950408935547
"1186",13.5,26,137,115,NA,12,1,1,1,0,4.74493217468262,7.1875,0,2.60268998146057
"1187",22.5,26,137,134,12,14,1,0,1,0,4.89784002304077,8.375,0,3.11351490020752
"1188",65,26,137,146,16,16,1,1,0,0,4.98360681533813,9.125,0,4.17438697814941
"1189",16.5,26,137,125,8,8,1,0,1,0,4.82831382751465,7.8125,0,2.80335998535156
"1190",9.5,26,137,89,14,12,1,0,1,20,4.4886360168457,5.5625,1,2.25129199028015
"1191",19.5,26,137,128,12,12,1,1,1,15,4.85202980041504,8,0.75,2.97041392326355
"1192",11.5,26,137,133,10,12,1,1,0,0,4.8903489112854,8.3125,0,2.44234704971313
"1193",8.5,26,137,112,NA,12,1,0,1,0,4.71849918365479,7,0,2.14006590843201
"1194",42.5,26,137,143,10,14,1,0,1,0,4.96284484863281,8.9375,0,3.74950408935547
"1195",27.5,26,137,157,14,13,2,0,1,0,5.05624580383301,9.8125,0,3.31418609619141
"1196",14.5,26,137,99,3,9,1,0,1,0,4.59511995315552,6.1875,0,2.67414903640747
"1197",4.5,26,137,96,NA,12,4,0,1,8,4.5643482208252,6,0.400000005960464,1.50407695770264
"1198",15.5,26,137,128,12,9,2,1,0,0,4.85202980041504,8,0,2.74083995819092
"1199",27.5,26,137,122,12,13,1,1,0,0,4.80402088165283,7.625,0,3.31418609619141
"1200",65,26,137,119,16,14,1,1,1,0,4.77912282943726,7.4375,0,4.17438697814941
"1201",16.5,26,137,160,12,12,2,1,1,0,5.07517385482788,10,0,2.80335998535156
"1202",37.5,26,137,108,16,16,1,0,1,0,4.68213081359863,6.75,0,3.62434101104736
"1203",65,26,137,114,15,15,1,1,1,0,4.73619794845581,7.125,0,4.17438697814941
"1204",37.5,26,137,115,12,12,1,1,1,0,4.74493217468262,7.1875,0,3.62434101104736
"1205",7.5,26,137,131,12,12,1,0,0,0,4.87519693374634,8.1875,0,2.01490306854248
"1206",22.5,26,137,118,12,12,2,1,1,0,4.77068519592285,7.375,0,3.11351490020752
"1207",47.5,26,137,149,14,16,3,1,1,0,5.00394582748413,9.3125,0,3.86072993278503
"1208",32.5,26,137,114,12,12,1,1,1,0,4.73619794845581,7.125,0,3.48124003410339
"1209",4.5,26,137,133,12,10,1,1,1,5,4.8903489112854,8.3125,0.25,1.50407695770264
"1210",32.5,26,137,112,1,9,3,0,1,0,4.71849918365479,7,0,3.48124003410339
"1211",15.5,26,137,101,9,12,1,1,1,0,4.61511993408203,6.3125,0,2.74083995819092
"1212",1.5,26,137,86,12,9,1,0,0,10,4.45434713363647,5.375,0.5,0.405465096235275
"1213",65,26,137,125,15,14,1,1,1,0,4.82831382751465,7.8125,0,4.17438697814941
"1214",37.5,26,137,135,16,12,1,0,1,0,4.90527486801147,8.4375,0,3.62434101104736
"1215",12.5,26,137,105,10,10,1,0,1,0,4.65396022796631,6.5625,0,2.52572894096375
"1216",16.5,26,137,107,12,12,2,1,1,0,4.67282915115356,6.6875,0,2.80335998535156
"1217",47.5,26,137,97,16,16,3,0,1,0,4.57471084594727,6.0625,0,3.86072993278503
"1218",0.5,26,137,158,NA,12,2,1,0,0,5.06259489059448,9.875,0,-0.6931471824646
"1219",18.5,26,137,123,12,12,1,0,1,0,4.81218385696411,7.6875,0,2.91777110099792
"1220",32.5,26,137,110,18,16,3,1,0,0,4.70047998428345,6.875,0,3.48124003410339
"1221",13.5,26,137,74,NA,16,1,1,0,0,4.30406522750854,4.625,0,2.60268998146057
"1222",2.5,26,137,93,NA,12,1,0,1,0,4.53259897232056,5.8125,0,0.916290819644928
"1223",47.5,26,137,159,18,14,1,1,1,0,5.06890392303467,9.9375,0,3.86072993278503
"1224",32.5,26,137,114,12,14,1,0,0,0,4.73619794845581,7.125,0,3.48124003410339
"1225",22.5,26,137,142,12,16,2,1,1,0,4.95582723617554,8.875,0,3.11351490020752
"1226",65,26,137,139,14,12,1,1,1,0,4.93447399139404,8.6875,0,4.17438697814941
"1227",9.5,26,137,132,12,9,5,1,1,0,4.88280200958252,8.25,0,2.25129199028015
"1228",65,26,137,151,12,14,1,1,1,0,5.01728010177612,9.4375,0,4.17438697814941
"1229",8.5,26,137,111,12,12,2,1,1,15,4.70952987670898,6.9375,0.75,2.14006590843201
"1230",9.5,26,137,115,3,12,1,0,0,0,4.74493217468262,7.1875,0,2.25129199028015
"1231",22.5,26,137,120,12,12,1,1,1,0,4.78749179840088,7.5,0,3.11351490020752
"1232",22.5,26,137,155,12,12,1,1,1,0,5.0434250831604,9.6875,0,3.11351490020752
"1233",65,26,137,131,18,12,1,0,1,12,4.87519693374634,8.1875,0.600000023841858,4.17438697814941
"1234",22.5,26,137,124,12,12,1,1,1,0,4.82028198242188,7.75,0,3.11351490020752
"1235",22.5,26,137,127,7,9,2,0,1,10,4.84418678283691,7.9375,0.5,3.11351490020752
"1236",10.5,26,137,125,12,12,1,0,1,0,4.82831382751465,7.8125,0,2.35137510299683
"1237",2.5,26,137,106,NA,12,1,1,0,0,4.66343879699707,6.625,0,0.916290819644928
"1238",9.5,26,137,144,6,9,2,0,1,0,4.96981287002563,9,0,2.25129199028015
"1239",4.5,26,137,109,NA,12,3,1,0,0,4.6913480758667,6.8125,0,1.50407695770264
"1240",0.5,26,137,121,NA,12,2,1,0,46,4.7957911491394,7.5625,2.29999995231628,-0.6931471824646
"1241",32.5,26,137,111,16,13,2,1,1,0,4.70952987670898,6.9375,0,3.48124003410339
"1242",47.5,26,137,145,11,12,1,1,1,0,4.97673416137695,9.0625,0,3.86072993278503
"1243",5.5,26,137,131,NA,11,2,1,0,0,4.87519693374634,8.1875,0,1.70474803447723
"1244",17.5,26,137,129,12,9,5,1,1,0,4.85981178283691,8.0625,0,2.86220097541809
"1245",10.5,26,137,92,12,12,2,0,1,20,4.52178907394409,5.75,1,2.35137510299683
"1246",12.5,26,137,111,10,11,2,0,1,0,4.70952987670898,6.9375,0,2.52572894096375
"1247",9.5,26,137,91,11,12,2,0,1,0,4.51085901260376,5.6875,0,2.25129199028015
"1248",22.5,26,137,124,14,13,1,1,1,5,4.82028198242188,7.75,0.25,3.11351490020752
"1249",32.5,26,137,130,11,12,3,1,1,0,4.86753511428833,8.125,0,3.48124003410339
"1250",22.5,26,137,137,12,16,1,0,1,0,4.91998100280762,8.5625,0,3.11351490020752
"1251",8.5,26,137,128,11,10,1,1,1,0,4.85202980041504,8,0,2.14006590843201
"1252",1.5,26,137,133,NA,12,2,1,0,0,4.8903489112854,8.3125,0,0.405465096235275
"1253",32.5,26,137,68,12,12,1,1,1,0,4.21950817108154,4.25,0,3.48124003410339
"1254",15.5,26,137,97,16,16,1,1,1,0,4.57471084594727,6.0625,0,2.74083995819092
"1255",37.5,26,137,124,14,14,1,0,1,0,4.82028198242188,7.75,0,3.62434101104736
"1256",47.5,26,137,129,18,16,2,1,1,0,4.85981178283691,8.0625,0,3.86072993278503
"1257",65,26,137,117,18,16,2,1,1,0,4.76217412948608,7.3125,0,4.17438697814941
"1258",27.5,26,137,93,18,17,4,0,1,0,4.53259897232056,5.8125,0,3.31418609619141
"1259",27.5,26,137,103,18,16,1,0,1,0,4.63472890853882,6.4375,0,3.31418609619141
"1260",65,26,137,134,16,16,2,0,1,0,4.89784002304077,8.375,0,4.17438697814941
"1261",32.5,26,137,101,12,14,1,0,1,0,4.61511993408203,6.3125,0,3.48124003410339
"1262",7.5,26,137,137,12,12,2,1,1,0,4.91998100280762,8.5625,0,2.01490306854248
"1263",4.5,26,137,153,NA,14,2,1,0,0,5.03043794631958,9.5625,0,1.50407695770264
"1264",22.5,23,135.600006103516,96,10,10,2,0,1,40,4.5643482208252,6,2,3.11351490020752
"1265",8.5,23,135.600006103516,103,12,13,1,1,1,0,4.63472890853882,6.4375,0,2.14006590843201
"1266",6.5,23,135.600006103516,112,15,17,4,1,1,0,4.71849918365479,7,0,1.87180197238922
"1267",27.5,23,135.600006103516,108,17,16,1,0,1,0,4.68213081359863,6.75,0,3.31418609619141
"1268",18.5,23,135.600006103516,97,13,12,1,0,1,0,4.57471084594727,6.0625,0,2.91777110099792
"1269",27.5,23,135.600006103516,99,14,12,1,1,0,0,4.59511995315552,6.1875,0,3.31418609619141
"1270",27.5,23,135.600006103516,130,12,16,4,0,1,0,4.86753511428833,8.125,0,3.31418609619141
"1271",22.5,23,135.600006103516,148,14,14,2,1,1,0,4.99721193313599,9.25,0,3.11351490020752
"1272",27.5,23,135.600006103516,119,14,13,6,1,1,0,4.77912282943726,7.4375,0,3.31418609619141
"1273",19.5,23,135.600006103516,89,12,12,2,1,1,0,4.4886360168457,5.5625,0,2.97041392326355
"1274",27.5,23,135.600006103516,128,12,15,1,1,1,0,4.85202980041504,8,0,3.31418609619141
"1275",37.5,23,135.600006103516,130,13,12,2,0,1,0,4.86753511428833,8.125,0,3.62434101104736
"1276",6.5,23,135.600006103516,120,NA,12,1,1,1,20,4.78749179840088,7.5,1,1.87180197238922
"1277",32.5,23,135.600006103516,146,13,16,5,0,1,0,4.98360681533813,9.125,0,3.48124003410339
"1278",15.5,23,135.600006103516,102,12,12,1,1,1,0,4.62497282028198,6.375,0,2.74083995819092
"1279",27.5,23,135.600006103516,132,12,12,2,0,1,0,4.88280200958252,8.25,0,3.31418609619141
"1280",42.5,23,135.600006103516,90,9,9,3,1,1,12,4.49981021881104,5.625,0.600000023841858,3.74950408935547
"1281",32.5,23,135.600006103516,112,12,12,3,1,1,0,4.71849918365479,7,0,3.48124003410339
"1282",47.5,23,135.600006103516,119,14,12,6,1,1,0,4.77912282943726,7.4375,0,3.86072993278503
"1283",16.5,23,135.600006103516,145,15,14,2,1,1,0,4.97673416137695,9.0625,0,2.80335998535156
"1284",42.5,23,135.600006103516,125,15,14,3,1,1,0,4.82831382751465,7.8125,0,3.74950408935547
"1285",5.5,23,135.600006103516,127,NA,10,1,0,1,0,4.84418678283691,7.9375,0,1.70474803447723
"1286",22.5,23,135.600006103516,134,13,13,1,1,1,0,4.89784002304077,8.375,0,3.11351490020752
"1287",65,23,135.600006103516,139,17,17,1,1,1,0,4.93447399139404,8.6875,0,4.17438697814941
"1288",27.5,17,129.699996948242,106,12,12,1,0,1,10,4.66343879699707,6.625,0.5,3.31418609619141
"1289",42.5,17,129.699996948242,69,18,16,4,0,1,0,4.23410701751709,4.3125,0,3.74950408935547
"1290",32.5,17,129.699996948242,114,13,14,1,0,1,0,4.73619794845581,7.125,0,3.48124003410339
"1291",4.5,17,129.699996948242,111,NA,12,1,1,1,20,4.70952987670898,6.9375,1,1.50407695770264
"1292",12.5,2.5,109.400001525879,123,14,12,3,1,0,5,4.81218385696411,7.6875,0.25,2.52572894096375
"1293",65,2.5,109.400001525879,172,16,16,4,0,1,0,5.14749383926392,10.75,0,4.17438697814941
"1294",65,2.5,109.400001525879,128,18,16,2,0,1,0,4.85202980041504,8,0,4.17438697814941
"1295",22.5,2.5,109.400001525879,138,10,12,1,0,1,0,4.92725419998169,8.625,0,3.11351490020752
"1296",32.5,2.5,109.400001525879,77,12,14,1,0,0,0,4.34380483627319,4.8125,0,3.48124003410339
"1297",65,2.5,109.400001525879,137,16,16,1,0,1,0,4.91998100280762,8.5625,0,4.17438697814941
"1298",65,2.5,109.400001525879,93,NA,14,1,0,0,0,4.53259897232056,5.8125,0,4.17438697814941
"1299",8.5,2.5,109.400001525879,160,12,13,1,1,1,0,5.07517385482788,10,0,2.14006590843201
"1300",47.5,2.5,109.400001525879,104,12,12,1,0,1,0,4.64439105987549,6.5,0,3.86072993278503
"1301",3.5,2.5,109.400001525879,115,NA,12,1,0,0,0,4.74493217468262,7.1875,0,1.25276303291321
"1302",22.5,2.5,109.400001525879,176,11,16,1,1,0,0,5.17048406600952,11,0,3.11351490020752
"1303",65,2.5,109.400001525879,87,16,18,2,0,1,0,4.46590805053711,5.4375,0,4.17438697814941
"1304",27.5,2.5,109.400001525879,90,NA,12,5,1,0,50,4.49981021881104,5.625,2.5,3.31418609619141
"1305",65,2.5,109.400001525879,116,10,12,1,1,0,0,4.75359010696411,7.25,0,4.17438697814941
"1306",10.5,2.5,109.400001525879,134,16,14,2,0,1,0,4.89784002304077,8.375,0,2.35137510299683
"1307",65,2.5,109.400001525879,86,18,18,2,0,0,0,4.45434713363647,5.375,0,4.17438697814941
"1308",19.5,2.5,109.400001525879,110,12,10,1,0,1,0,4.70047998428345,6.875,0,2.97041392326355
"1309",22.5,2.5,109.400001525879,97,10,12,1,0,1,0,4.57471084594727,6.0625,0,3.11351490020752
"1310",18.5,2.5,109.400001525879,109,13,12,1,0,1,0,4.6913480758667,6.8125,0,2.91777110099792
"1311",19.5,2.5,109.400001525879,108,18,16,1,0,1,0,4.68213081359863,6.75,0,2.97041392326355
"1312",22.5,2.5,109.400001525879,126,10,14,1,1,0,0,4.83628177642822,7.875,0,3.11351490020752
"1313",16.5,2.5,109.400001525879,100,11,12,3,0,0,0,4.60516977310181,6.25,0,2.80335998535156
"1314",65,2.5,109.400001525879,137,12,14,1,0,1,0,4.91998100280762,8.5625,0,4.17438697814941
"1315",65,2.5,109.400001525879,115,18,18,1,0,1,0,4.74493217468262,7.1875,0,4.17438697814941
"1316",22.5,2.5,109.400001525879,128,11,13,1,0,1,20,4.85202980041504,8,1,3.11351490020752
"1317",32.5,2.5,109.400001525879,131,16,12,3,1,0,0,4.87519693374634,8.1875,0,3.48124003410339
"1318",42.5,2.5,109.400001525879,130,12,11,1,0,1,0,4.86753511428833,8.125,0,3.74950408935547
"1319",6.5,31,150.600006103516,129,12,12,1,0,1,0,4.85981178283691,8.0625,0,1.87180197238922
"1320",27.5,31,150.600006103516,114,12,12,1,0,1,0,4.73619794845581,7.125,0,3.31418609619141
"1321",14.5,31,150.600006103516,111,12,8,1,1,1,0,4.70952987670898,6.9375,0,2.67414903640747
"1322",32.5,31,150.600006103516,192,12,14,2,1,1,0,5.25749492645264,12,0,3.48124003410339
"1323",65,31,150.600006103516,87,12,10,1,0,1,5,4.46590805053711,5.4375,0.25,4.17438697814941
"1324",15.5,31,150.600006103516,98,12,12,1,1,0,0,4.58496809005737,6.125,0,2.74083995819092
"1325",22.5,31,150.600006103516,115,11,13,2,1,1,15,4.74493217468262,7.1875,0.75,3.11351490020752
"1326",32.5,31,150.600006103516,151,13,12,1,1,1,0,5.01728010177612,9.4375,0,3.48124003410339
"1327",6.5,31,150.600006103516,96,NA,12,1,1,1,0,4.5643482208252,6,0,1.87180197238922
"1328",15.5,31,150.600006103516,54,16,12,1,1,1,0,3.98898410797119,3.375,0,2.74083995819092
"1329",27.5,31,150.600006103516,110,13,13,2,0,1,0,4.70047998428345,6.875,0,3.31418609619141
"1330",17.5,31,150.600006103516,125,2,5,4,1,1,0,4.82831382751465,7.8125,0,2.86220097541809
"1331",37.5,31,150.600006103516,108,12,14,1,1,1,0,4.68213081359863,6.75,0,3.62434101104736
"1332",22.5,31,150.600006103516,112,10,12,1,1,1,10,4.71849918365479,7,0.5,3.11351490020752
"1333",4.5,31,150.600006103516,128,NA,11,1,0,1,9,4.85202980041504,8,0.449999988079071,1.50407695770264
"1334",18.5,31,150.600006103516,131,18,16,1,0,1,0,4.87519693374634,8.1875,0,2.91777110099792
"1335",22.5,17,131.199996948242,87,12,16,2,1,1,0,4.46590805053711,5.4375,0,3.11351490020752
"1336",37.5,30,138.300003051758,125,16,12,1,1,1,0,4.82831382751465,7.8125,0,3.62434101104736
"1337",5.5,30,138.300003051758,104,10,10,2,1,1,15,4.64439105987549,6.5,0.75,1.70474803447723
"1338",16.5,30,138.300003051758,149,12,12,3,1,0,0,5.00394582748413,9.3125,0,2.80335998535156
"1339",17.5,30,138.300003051758,166,14,14,1,1,1,0,5.11198806762695,10.375,0,2.86220097541809
"1340",6.5,30,138.300003051758,113,NA,12,2,0,0,0,4.72738790512085,7.0625,0,1.87180197238922
"1341",6.5,30,138.300003051758,139,12,12,2,1,0,0,4.93447399139404,8.6875,0,1.87180197238922
"1342",32.5,30,138.300003051758,102,12,16,1,0,1,0,4.62497282028198,6.375,0,3.48124003410339
"1343",22.5,30,138.300003051758,139,12,12,1,1,1,0,4.93447399139404,8.6875,0,3.11351490020752
"1344",15.5,30,138.300003051758,119,11,13,2,0,1,0,4.77912282943726,7.4375,0,2.74083995819092
"1345",6.5,30,138.300003051758,91,NA,11,2,0,0,10,4.51085901260376,5.6875,0.5,1.87180197238922
"1346",27.5,30,138.300003051758,153,16,13,4,0,1,0,5.03043794631958,9.5625,0,3.31418609619141
"1347",42.5,30,138.300003051758,87,15,14,2,1,0,0,4.46590805053711,5.4375,0,3.74950408935547
"1348",9.5,30,138.300003051758,80,NA,12,1,1,1,15,4.38202714920044,5,0.75,2.25129199028015
"1349",32.5,30,138.300003051758,124,10,11,2,1,1,20,4.82028198242188,7.75,1,3.48124003410339
"1350",22.5,30,138.300003051758,149,17,18,2,1,1,0,5.00394582748413,9.3125,0,3.11351490020752
